frame_id,label,conf,x,y,w,h
199,0,0.81884765625,318.0,310.0,32.0,88.0
199,26,0.65478515625,386.0,377.0,72.0,92.0
199,0,0.6494140625,571.0,358.0,46.0,136.0
199,0,0.53076171875,588.0,275.0,18.0,53.0
199,0,0.42822265625,952.0,325.0,38.0,91.0
200,0,0.90478515625,487.0,406.0,76.0,190.0
200,0,0.875,420.0,489.0,97.0,276.0
200,0,0.84521484375,541.0,382.0,51.0,166.0
200,0,0.82666015625,319.0,309.0,33.0,87.0
200,0,0.66259765625,573.0,360.0,46.0,140.0
200,26,0.64697265625,386.0,379.0,71.0,92.0
200,0,0.55224609375,608.0,274.0,18.0,47.0
200,0,0.51708984375,588.0,275.0,18.0,53.0
200,0,0.41259765625,951.0,325.0,36.0,92.0
201,0,0.90380859375,490.0,406.0,78.0,189.0
201,0,0.8720703125,421.0,494.0,97.0,281.0
201,0,0.85400390625,320.0,310.0,33.0,88.0
201,0,0.853515625,542.0,381.0,48.0,157.0
201,26,0.63232421875,388.0,380.0,69.0,88.0
201,0,0.58935546875,573.0,362.0,45.0,144.0
201,0,0.468505859375,610.0,274.0,19.0,47.0
201,0,0.466552734375,588.0,274.0,19.0,52.0
201,0,0.433349609375,950.0,324.0,35.0,90.0
202,0,0.9140625,491.0,406.0,79.0,190.0
202,0,0.88330078125,423.0,496.0,99.0,282.0
202,0,0.85009765625,320.0,310.0,32.0,87.0
202,0,0.84326171875,543.0,382.0,47.0,164.0
202,0,0.6435546875,576.0,364.0,47.0,151.0
202,26,0.60498046875,388.0,381.0,67.0,87.0
202,0,0.52685546875,610.0,275.0,18.0,49.0
202,0,0.423828125,589.0,275.0,20.0,54.0
202,0,0.42041015625,951.0,324.0,36.0,90.0
203,0,0.908203125,491.0,406.0,78.0,190.0
203,0,0.8740234375,426.0,498.0,99.0,287.0
203,0,0.814453125,548.0,382.0,52.0,163.0
203,0,0.76904296875,320.0,309.0,33.0,86.0
203,26,0.60595703125,389.0,382.0,66.0,92.0
203,0,0.5595703125,576.0,365.0,45.0,149.0
203,0,0.437255859375,611.0,275.0,19.0,52.0
204,0,0.9072265625,492.0,406.0,77.0,189.0
204,0,0.87841796875,425.0,499.0,97.0,289.0
204,0,0.85546875,548.0,382.0,49.0,162.0
204,0,0.7705078125,321.0,310.0,33.0,87.0
204,0,0.5322265625,575.0,364.0,41.0,140.0
204,26,0.52197265625,389.0,384.0,66.0,87.0
204,0,0.486083984375,612.0,275.0,19.0,52.0
205,0,0.89453125,492.0,406.0,75.0,188.0
205,0,0.88525390625,426.0,496.0,95.0,288.0
205,0,0.8251953125,549.0,382.0,48.0,163.0
205,0,0.77783203125,322.0,309.0,32.0,87.0
205,0,0.57763671875,576.0,372.0,41.0,152.0
205,26,0.5380859375,395.0,383.0,67.0,93.0
205,0,0.53271484375,613.0,276.0,19.0,51.0
206,0,0.8857421875,427.0,496.0,95.0,286.0
206,0,0.86669921875,491.0,406.0,74.0,190.0
206,0,0.81982421875,549.0,382.0,46.0,164.0
206,0,0.78515625,322.0,309.0,32.0,84.0
206,0,0.625,577.0,378.0,45.0,160.0
206,0,0.59033203125,613.0,275.0,19.0,50.0
206,26,0.55712890625,401.0,382.0,70.0,92.0
206,0,0.401123046875,272.0,282.0,19.0,56.0
207,0,0.8876953125,491.0,408.0,74.0,191.0
207,0,0.884765625,428.0,497.0,96.0,288.0
207,0,0.8203125,572.0,382.0,67.0,159.0
207,0,0.791015625,325.0,309.0,35.0,85.0
207,0,0.697265625,613.0,276.0,19.0,56.0
207,26,0.5576171875,403.0,382.0,70.0,95.0
208,0,0.8935546875,494.0,408.0,76.0,191.0
208,0,0.8837890625,427.0,497.0,94.0,289.0
208,0,0.8583984375,581.0,382.0,74.0,163.0
208,0,0.7822265625,325.0,309.0,34.0,85.0
208,0,0.72509765625,614.0,276.0,19.0,55.0
208,26,0.67041015625,404.0,384.0,70.0,92.0
209,0,0.90234375,585.0,382.0,78.0,162.0
209,0,0.8916015625,495.0,408.0,73.0,191.0
209,0,0.88916015625,428.0,497.0,92.0,288.0
209,0,0.78662109375,326.0,309.0,34.0,85.0
209,0,0.74755859375,616.0,275.0,20.0,51.0
209,26,0.61767578125,406.0,386.0,72.0,99.0
209,0,0.47265625,273.0,281.0,17.0,54.0
210,0,0.888671875,430.0,496.0,92.0,286.0
210,0,0.88134765625,497.0,406.0,71.0,189.0
210,0,0.830078125,593.0,384.0,85.0,166.0
210,0,0.77685546875,326.0,309.0,33.0,88.0
210,0,0.71337890625,616.0,275.0,20.0,53.0
210,26,0.6669921875,407.0,388.0,72.0,104.0
210,0,0.51513671875,275.0,280.0,18.0,52.0
211,0,0.900390625,497.0,405.0,64.0,190.0
211,0,0.88525390625,432.0,496.0,93.0,290.0
211,0,0.8603515625,588.0,385.0,80.0,164.0
211,0,0.7841796875,327.0,311.0,33.0,89.0
211,0,0.73681640625,616.0,275.0,19.0,51.0
211,26,0.51904296875,408.0,389.0,73.0,107.0
211,0,0.41357421875,590.0,372.0,41.0,153.0
212,0,0.91748046875,499.0,406.0,61.0,192.0
212,0,0.88037109375,433.0,496.0,91.0,290.0
212,0,0.8564453125,590.0,387.0,80.0,164.0
212,0,0.79931640625,327.0,309.0,32.0,88.0
212,0,0.75146484375,617.0,275.0,20.0,51.0
212,26,0.55908203125,407.0,389.0,71.0,108.0
212,0,0.54052734375,593.0,376.0,42.0,153.0
212,0,0.401123046875,273.0,281.0,17.0,54.0
213,0,0.9189453125,501.0,407.0,61.0,192.0
213,0,0.90771484375,590.0,387.0,82.0,164.0
213,0,0.87451171875,435.0,496.0,91.0,292.0
213,0,0.79638671875,328.0,309.0,32.0,87.0
213,0,0.6240234375,617.0,276.0,19.0,53.0
213,26,0.57080078125,408.0,389.0,71.0,102.0
213,0,0.462158203125,274.0,280.0,17.0,53.0
213,0,0.40771484375,595.0,376.0,44.0,151.0
214,0,0.90966796875,503.0,408.0,61.0,192.0
214,0,0.88134765625,590.0,386.0,82.0,166.0
214,0,0.87158203125,436.0,497.0,91.0,295.0
214,0,0.81689453125,329.0,311.0,32.0,89.0
214,26,0.56005859375,408.0,388.0,70.0,98.0
214,0,0.48388671875,274.0,281.0,17.0,54.0
214,0,0.464111328125,619.0,276.0,21.0,55.0
215,0,0.89892578125,505.0,412.0,62.0,197.0
215,0,0.85693359375,595.0,389.0,83.0,168.0
215,0,0.85009765625,438.0,496.0,88.0,291.0
215,0,0.7822265625,329.0,312.0,31.0,89.0
215,0,0.54638671875,273.0,281.0,18.0,54.0
215,26,0.46533203125,408.0,387.0,70.0,99.0
216,0,0.896484375,506.0,412.0,64.0,198.0
216,0,0.8515625,440.0,497.0,85.0,290.0
216,0,0.8349609375,591.0,386.0,77.0,164.0
216,0,0.7373046875,330.0,314.0,31.0,90.0
216,0,0.54638671875,273.0,281.0,18.0,55.0
216,0,0.50537109375,622.0,278.0,21.0,58.0
216,26,0.471923828125,407.0,385.0,67.0,76.0
216,0,0.403564453125,241.0,286.0,26.0,50.0
217,0,0.87451171875,508.0,415.0,65.0,201.0
217,0,0.8681640625,445.0,497.0,89.0,292.0
217,0,0.857421875,593.0,388.0,74.0,167.0
217,0,0.77197265625,331.0,314.0,32.0,93.0
217,0,0.60888671875,623.0,277.0,20.0,52.0
217,0,0.57568359375,273.0,281.0,19.0,55.0
217,26,0.44384765625,412.0,386.0,72.0,77.0
218,0,0.869140625,448.0,497.0,92.0,291.0
218,0,0.86279296875,510.0,418.0,67.0,204.0
218,0,0.853515625,596.0,387.0,73.0,167.0
218,0,0.77587890625,330.0,314.0,31.0,91.0
218,0,0.5927734375,273.0,281.0,19.0,55.0
218,0,0.50927734375,624.0,277.0,21.0,52.0
218,26,0.47509765625,413.0,387.0,73.0,79.0
219,0,0.88037109375,596.0,387.0,68.0,167.0
219,0,0.86669921875,457.0,496.0,106.0,284.0
219,0,0.8134765625,512.0,418.0,66.0,204.0
219,0,0.78466796875,331.0,314.0,31.0,91.0
219,0,0.499755859375,274.0,280.0,18.0,54.0
219,0,0.4833984375,472.0,489.0,75.0,280.0
219,26,0.4404296875,410.0,392.0,69.0,105.0
219,0,0.410400390625,240.0,286.0,24.0,50.0
220,0,0.88330078125,473.0,499.0,123.0,296.0
220,0,0.8681640625,598.0,386.0,64.0,166.0
220,0,0.82568359375,512.0,416.0,65.0,201.0
220,0,0.77587890625,332.0,315.0,32.0,92.0
220,0,0.52099609375,274.0,280.0,19.0,54.0
220,0,0.423583984375,240.0,286.0,24.0,50.0
221,0,0.89013671875,599.0,385.0,59.0,165.0
221,0,0.89013671875,490.0,498.0,142.0,294.0
221,0,0.8818359375,514.0,415.0,66.0,199.0
221,0,0.79296875,332.0,316.0,32.0,91.0
221,0,0.61669921875,273.0,280.0,19.0,54.0
222,0,0.8916015625,495.0,498.0,141.0,289.0
222,0,0.8837890625,597.0,387.0,49.0,166.0
222,0,0.8681640625,515.0,416.0,66.0,200.0
222,0,0.7890625,332.0,316.0,31.0,91.0
222,0,0.61474609375,274.0,281.0,19.0,55.0
222,0,0.46337890625,957.0,322.0,36.0,86.0
223,0,0.904296875,503.0,499.0,142.0,286.0
223,0,0.87890625,519.0,420.0,68.0,203.0
223,0,0.87451171875,596.0,388.0,47.0,169.0
223,0,0.794921875,333.0,316.0,32.0,89.0
223,0,0.6298828125,274.0,281.0,19.0,54.0
223,0,0.439697265625,621.0,367.0,35.0,143.0
224,0,0.90771484375,508.0,500.0,146.0,286.0
224,0,0.8828125,519.0,420.0,68.0,204.0
224,0,0.86572265625,601.0,390.0,49.0,171.0
224,0,0.79248046875,332.0,315.0,30.0,89.0
224,0,0.62744140625,274.0,281.0,19.0,54.0
224,0,0.43115234375,622.0,379.0,38.0,165.0
225,0,0.9072265625,513.0,501.0,150.0,288.0
225,0,0.8876953125,519.0,420.0,68.0,204.0
225,0,0.88037109375,604.0,391.0,50.0,174.0
225,0,0.76708984375,333.0,315.0,31.0,88.0
225,0,0.61328125,273.0,281.0,20.0,53.0
225,0,0.482421875,625.0,380.0,40.0,169.0
226,0,0.912109375,514.0,502.0,154.0,292.0
226,0,0.87353515625,608.0,394.0,52.0,176.0
226,0,0.8681640625,520.0,422.0,69.0,206.0
226,0,0.76123046875,332.0,316.0,30.0,89.0
226,0,0.63525390625,273.0,281.0,21.0,53.0
226,0,0.4736328125,626.0,380.0,39.0,164.0
226,0,0.4384765625,237.0,287.0,25.0,50.0
227,0,0.91015625,519.0,501.0,150.0,291.0
227,0,0.8935546875,525.0,422.0,74.0,206.0
227,0,0.8515625,611.0,397.0,54.0,180.0
227,0,0.74169921875,332.0,316.0,30.0,91.0
227,0,0.6533203125,273.0,281.0,20.0,53.0
227,0,0.469970703125,238.0,287.0,25.0,49.0
227,0,0.45849609375,953.0,324.0,37.0,87.0
228,0,0.896484375,517.0,502.0,148.0,292.0
228,0,0.87109375,525.0,422.0,74.0,207.0
228,0,0.86279296875,619.0,396.0,60.0,180.0
228,0,0.72802734375,334.0,317.0,32.0,93.0
228,0,0.61865234375,273.0,281.0,20.0,52.0
228,0,0.54248046875,238.0,287.0,25.0,49.0
228,0,0.52880859375,632.0,306.0,33.0,99.0
228,0,0.436767578125,952.0,324.0,36.0,87.0
228,26,0.4033203125,426.0,394.0,75.0,84.0
229,0,0.9013671875,516.0,502.0,141.0,292.0
229,0,0.8701171875,625.0,396.0,63.0,181.0
229,0,0.8681640625,526.0,423.0,69.0,210.0
229,0,0.74755859375,335.0,318.0,31.0,94.0
229,0,0.615234375,274.0,281.0,21.0,53.0
229,0,0.552734375,238.0,287.0,25.0,49.0
229,0,0.480712890625,634.0,305.0,34.0,95.0
230,0,0.8916015625,516.0,501.0,137.0,287.0
230,0,0.86376953125,630.0,396.0,67.0,182.0
230,0,0.84716796875,526.0,423.0,70.0,209.0
230,0,0.7373046875,337.0,316.0,31.0,91.0
230,0,0.60205078125,274.0,281.0,21.0,53.0
230,0,0.53125,237.0,287.0,23.0,49.0
230,26,0.42822265625,432.0,374.0,71.0,88.0
230,0,0.404541015625,951.0,320.0,36.0,81.0
231,0,0.88134765625,520.0,501.0,149.0,288.0
231,0,0.8759765625,635.0,398.0,73.0,182.0
231,0,0.8193359375,525.0,422.0,66.0,209.0
231,0,0.69189453125,336.0,314.0,29.0,88.0
231,0,0.6162109375,274.0,281.0,19.0,53.0
231,0,0.5107421875,956.0,324.0,40.0,88.0
231,0,0.48876953125,236.0,286.0,24.0,48.0
231,0,0.4052734375,556.0,294.0,27.0,78.0
232,0,0.865234375,522.0,500.0,142.0,285.0
232,0,0.86181640625,637.0,397.0,75.0,181.0
232,0,0.80029296875,525.0,421.0,64.0,207.0
232,0,0.70751953125,336.0,314.0,28.0,88.0
232,0,0.60595703125,274.0,281.0,21.0,53.0
232,0,0.5146484375,956.0,324.0,40.0,88.0
232,0,0.42822265625,236.0,286.0,24.0,48.0
233,0,0.86474609375,522.0,500.0,138.0,281.0
233,0,0.8544921875,639.0,400.0,75.0,183.0
233,0,0.74853515625,528.0,421.0,68.0,207.0
233,0,0.6875,337.0,315.0,29.0,89.0
233,0,0.609375,274.0,282.0,21.0,54.0
233,0,0.5126953125,956.0,324.0,40.0,88.0
233,0,0.4736328125,442.0,432.0,74.0,213.0
233,0,0.448486328125,233.0,286.0,21.0,48.0
234,0,0.88818359375,524.0,499.0,136.0,278.0
234,0,0.84521484375,642.0,400.0,76.0,183.0
234,0,0.74560546875,531.0,420.0,67.0,205.0
234,0,0.712890625,336.0,314.0,28.0,88.0
234,0,0.64404296875,273.0,282.0,20.0,54.0
234,0,0.59033203125,468.0,467.0,87.0,250.0
234,0,0.521484375,956.0,324.0,40.0,88.0
234,0,0.4716796875,232.0,286.0,20.0,49.0
235,0,0.8955078125,525.0,501.0,137.0,286.0
235,0,0.84033203125,642.0,401.0,77.0,183.0
235,0,0.72509765625,337.0,316.0,27.0,87.0
235,0,0.65625,272.0,282.0,20.0,55.0
235,0,0.61767578125,531.0,416.0,66.0,208.0
235,0,0.5185546875,956.0,324.0,40.0,88.0
235,0,0.463623046875,453.0,438.0,81.0,223.0
236,0,0.88916015625,525.0,501.0,138.0,282.0
236,0,0.8349609375,642.0,401.0,74.0,182.0
236,0,0.7744140625,340.0,317.0,28.0,87.0
236,0,0.68408203125,273.0,281.0,21.0,53.0
236,0,0.56884765625,531.0,417.0,66.0,208.0
236,0,0.515625,956.0,324.0,40.0,88.0
236,0,0.453125,437.0,436.0,75.0,217.0
236,0,0.4208984375,232.0,286.0,22.0,52.0
237,0,0.912109375,524.0,503.0,134.0,286.0
237,0,0.826171875,642.0,401.0,66.0,184.0
237,0,0.80078125,341.0,317.0,28.0,88.0
237,0,0.69287109375,272.0,281.0,19.0,53.0
237,0,0.650390625,435.0,438.0,76.0,219.0
237,0,0.521484375,533.0,421.0,75.0,215.0
237,0,0.4677734375,231.0,287.0,20.0,54.0
237,0,0.465087890625,952.0,320.0,37.0,83.0
238,0,0.91064453125,524.0,502.0,129.0,281.0
238,0,0.83154296875,645.0,401.0,60.0,183.0
238,0,0.82568359375,342.0,318.0,29.0,90.0
238,0,0.70068359375,435.0,436.0,76.0,213.0
238,0,0.6826171875,273.0,281.0,21.0,53.0
238,0,0.48828125,655.0,393.0,46.0,174.0
238,0,0.455810546875,231.0,286.0,20.0,51.0
238,0,0.427978515625,524.0,421.0,67.0,210.0
238,0,0.415771484375,952.0,320.0,38.0,82.0
239,0,0.9033203125,524.0,501.0,123.0,281.0
239,0,0.84130859375,645.0,401.0,59.0,183.0
239,0,0.76953125,342.0,316.0,30.0,88.0
239,0,0.7607421875,435.0,436.0,75.0,214.0
239,0,0.6376953125,272.0,282.0,20.0,56.0
239,0,0.57373046875,656.0,387.0,30.0,167.0
239,0,0.51220703125,534.0,422.0,76.0,212.0
239,0,0.472412109375,952.0,323.0,36.0,89.0
240,0,0.8916015625,524.0,502.0,116.0,290.0
240,0,0.84130859375,646.0,401.0,52.0,183.0
240,0,0.796875,344.0,318.0,31.0,89.0
240,0,0.794921875,436.0,433.0,67.0,211.0
240,0,0.62158203125,272.0,282.0,20.0,55.0
240,0,0.51904296875,538.0,425.0,73.0,219.0
240,0,0.47607421875,952.0,324.0,36.0,90.0
240,26,0.408203125,489.0,375.0,80.0,118.0
240,0,0.406494140625,232.0,285.0,21.0,51.0
241,0,0.8994140625,520.0,505.0,110.0,299.0
241,0,0.85546875,650.0,401.0,55.0,185.0
241,0,0.7900390625,438.0,433.0,68.0,212.0
241,0,0.73974609375,346.0,316.0,31.0,88.0
241,0,0.685546875,272.0,282.0,20.0,56.0
241,0,0.63916015625,538.0,425.0,60.0,221.0
241,0,0.41748046875,952.0,324.0,36.0,90.0
242,0,0.86767578125,655.0,404.0,57.0,194.0
242,0,0.86328125,526.0,503.0,108.0,299.0
242,0,0.79248046875,441.0,434.0,74.0,214.0
242,0,0.7158203125,348.0,316.0,33.0,87.0
242,0,0.65771484375,272.0,282.0,20.0,55.0
242,0,0.50341796875,540.0,425.0,61.0,218.0
242,0,0.464111328125,952.0,323.0,36.0,88.0
243,0,0.8935546875,661.0,403.0,59.0,193.0
243,0,0.8369140625,535.0,508.0,113.0,303.0
243,0,0.810546875,442.0,433.0,67.0,211.0
243,0,0.78515625,346.0,317.0,31.0,85.0
243,0,0.6455078125,271.0,282.0,20.0,55.0
243,0,0.4482421875,952.0,320.0,36.0,84.0
244,0,0.88818359375,657.0,403.0,53.0,189.0
244,0,0.8564453125,541.0,512.0,112.0,307.0
244,0,0.8076171875,344.0,317.0,29.0,84.0
244,0,0.78466796875,446.0,434.0,69.0,215.0
244,0,0.6904296875,272.0,282.0,21.0,55.0
244,0,0.4794921875,954.0,324.0,38.0,91.0
244,0,0.428466796875,672.0,340.0,33.0,140.0
245,0,0.8876953125,544.0,519.0,108.0,314.0
245,0,0.86767578125,662.0,402.0,56.0,189.0
245,0,0.79052734375,452.0,435.0,76.0,215.0
245,0,0.7197265625,272.0,282.0,21.0,56.0
245,0,0.6806640625,346.0,317.0,31.0,84.0
245,26,0.52294921875,509.0,398.0,80.0,93.0
245,0,0.5185546875,231.0,284.0,25.0,49.0
245,0,0.50146484375,672.0,338.0,32.0,136.0
245,0,0.41064453125,952.0,320.0,37.0,84.0
246,0,0.91650390625,672.0,403.0,66.0,189.0
246,0,0.85791015625,542.0,525.0,105.0,320.0
246,0,0.82080078125,458.0,440.0,84.0,221.0
246,0,0.70263671875,348.0,316.0,31.0,80.0
246,0,0.6201171875,272.0,282.0,21.0,54.0
246,0,0.548828125,231.0,284.0,25.0,49.0
246,0,0.454833984375,952.0,320.0,37.0,83.0
246,26,0.437744140625,512.0,399.0,77.0,89.0
246,0,0.424072265625,567.0,290.0,26.0,70.0
247,0,0.90625,681.0,405.0,74.0,194.0
247,0,0.84765625,548.0,525.0,105.0,315.0
247,0,0.8271484375,459.0,441.0,80.0,223.0
247,0,0.7900390625,355.0,315.0,39.0,84.0
247,0,0.5439453125,230.0,284.0,24.0,49.0
247,0,0.5400390625,271.0,281.0,21.0,54.0
247,0,0.486328125,568.0,282.0,25.0,62.0
248,0,0.919921875,694.0,405.0,86.0,196.0
248,0,0.8779296875,460.0,441.0,74.0,226.0
248,0,0.87060546875,554.0,525.0,108.0,322.0
248,0,0.8447265625,358.0,316.0,38.0,85.0
248,0,0.56201171875,572.0,285.0,29.0,66.0
248,0,0.544921875,231.0,284.0,25.0,49.0
248,0,0.5439453125,272.0,281.0,21.0,53.0
248,26,0.40087890625,518.0,384.0,74.0,73.0
249,0,0.931640625,707.0,406.0,99.0,199.0
249,0,0.89306640625,461.0,440.0,74.0,227.0
249,0,0.8642578125,552.0,525.0,103.0,323.0
249,0,0.85205078125,360.0,317.0,38.0,88.0
249,0,0.5517578125,231.0,285.0,25.0,50.0
249,0,0.55029296875,272.0,281.0,20.0,53.0
249,0,0.53662109375,573.0,281.0,30.0,60.0
249,26,0.410888671875,422.0,330.0,47.0,76.0
250,0,0.93603515625,714.0,406.0,105.0,197.0
250,0,0.876953125,556.0,526.0,104.0,324.0
250,0,0.8720703125,463.0,440.0,71.0,226.0
250,0,0.87158203125,359.0,317.0,35.0,88.0
250,0,0.58935546875,231.0,284.0,26.0,49.0
250,0,0.56591796875,571.0,279.0,24.0,57.0
250,0,0.5556640625,272.0,281.0,20.0,53.0
250,0,0.466064453125,960.0,390.0,38.0,152.0
251,0,0.94091796875,712.0,406.0,103.0,195.0
251,0,0.8857421875,561.0,526.0,104.0,325.0
251,0,0.8681640625,464.0,439.0,65.0,226.0
251,0,0.8173828125,357.0,316.0,31.0,86.0
251,0,0.6435546875,960.0,389.0,32.0,151.0
251,0,0.61279296875,230.0,285.0,24.0,50.0
251,0,0.5947265625,273.0,281.0,20.0,53.0
251,0,0.54296875,573.0,281.0,26.0,60.0
251,26,0.407470703125,428.0,329.0,50.0,76.0
252,0,0.92431640625,716.0,407.0,108.0,197.0
252,0,0.87939453125,563.0,524.0,104.0,322.0
252,0,0.87060546875,463.0,440.0,59.0,226.0
252,0,0.77783203125,358.0,316.0,31.0,89.0
252,0,0.7265625,960.0,390.0,32.0,155.0
252,0,0.6044921875,230.0,285.0,24.0,51.0
252,0,0.58642578125,272.0,281.0,19.0,53.0
252,0,0.52880859375,573.0,279.0,27.0,58.0
253,0,0.9111328125,714.0,408.0,105.0,197.0
253,0,0.896484375,558.0,525.0,93.0,323.0
253,0,0.861328125,463.0,441.0,57.0,227.0
253,0,0.7822265625,360.0,316.0,33.0,88.0
253,0,0.77490234375,960.0,392.0,42.0,165.0
253,0,0.5771484375,272.0,280.0,19.0,52.0
253,0,0.50537109375,572.0,277.0,24.0,55.0
253,0,0.4267578125,230.0,285.0,25.0,51.0
254,0,0.91943359375,714.0,406.0,104.0,192.0
254,0,0.91015625,563.0,525.0,96.0,324.0
254,0,0.8623046875,463.0,447.0,56.0,234.0
254,0,0.81298828125,960.0,391.0,50.0,166.0
254,0,0.76953125,359.0,316.0,31.0,88.0
254,0,0.65771484375,272.0,281.0,19.0,54.0
254,0,0.5390625,572.0,278.0,24.0,57.0
254,0,0.509765625,228.0,285.0,24.0,51.0
255,0,0.90234375,719.0,407.0,106.0,193.0
255,0,0.890625,570.0,525.0,102.0,324.0
255,0,0.84228515625,465.0,452.0,56.0,239.0
255,0,0.79248046875,960.0,391.0,53.0,174.0
255,0,0.77978515625,364.0,316.0,34.0,90.0
255,0,0.603515625,271.0,281.0,19.0,54.0
255,0,0.48583984375,227.0,285.0,23.0,51.0
255,0,0.478271484375,573.0,279.0,23.0,57.0
255,24,0.42919921875,882.0,260.0,30.0,42.0
256,0,0.89892578125,716.0,408.0,97.0,195.0
256,0,0.8935546875,573.0,519.0,105.0,319.0
256,0,0.86376953125,959.0,390.0,60.0,190.0
256,0,0.83837890625,465.0,453.0,57.0,240.0
256,0,0.80322265625,366.0,319.0,36.0,93.0
256,0,0.5732421875,272.0,281.0,20.0,54.0
256,26,0.525390625,574.0,406.0,80.0,96.0
256,24,0.4609375,884.0,260.0,32.0,43.0
256,0,0.460205078125,226.0,286.0,22.0,49.0
257,0,0.8818359375,576.0,520.0,107.0,320.0
257,0,0.87939453125,718.0,408.0,92.0,192.0
257,0,0.84033203125,466.0,453.0,58.0,240.0
257,0,0.830078125,960.0,388.0,69.0,186.0
257,0,0.76220703125,368.0,319.0,37.0,93.0
257,26,0.52978515625,578.0,407.0,80.0,100.0
257,0,0.4853515625,272.0,280.0,19.0,53.0
257,24,0.45263671875,884.0,260.0,33.0,44.0
258,0,0.8779296875,573.0,523.0,106.0,321.0
258,0,0.853515625,721.0,409.0,79.0,191.0
258,0,0.8056640625,960.0,389.0,66.0,178.0
258,0,0.80029296875,468.0,456.0,62.0,242.0
258,0,0.77734375,368.0,319.0,37.0,92.0
258,0,0.5634765625,273.0,281.0,21.0,54.0
258,24,0.465576171875,883.0,259.0,32.0,43.0
258,26,0.46044921875,584.0,408.0,85.0,104.0
259,0,0.87353515625,560.0,522.0,90.0,316.0
259,0,0.86572265625,721.0,409.0,69.0,196.0
259,0,0.84814453125,960.0,389.0,99.0,173.0
259,0,0.81982421875,367.0,320.0,34.0,93.0
259,0,0.787109375,472.0,460.0,67.0,248.0
259,26,0.62255859375,588.0,410.0,87.0,96.0
259,0,0.52392578125,272.0,280.0,20.0,53.0
259,24,0.447509765625,885.0,260.0,36.0,47.0
260,0,0.90087890625,557.0,522.0,88.0,317.0
260,0,0.8955078125,960.0,387.0,117.0,163.0
260,0,0.88623046875,723.0,406.0,69.0,194.0
260,0,0.82958984375,367.0,319.0,33.0,92.0
260,0,0.80859375,475.0,465.0,67.0,254.0
260,26,0.61962890625,586.0,411.0,84.0,94.0
260,0,0.57275390625,273.0,280.0,21.0,53.0
261,0,0.88037109375,727.0,412.0,67.0,200.0
261,0,0.87939453125,568.0,522.0,99.0,318.0
261,0,0.876953125,960.0,384.0,124.0,165.0
261,0,0.8251953125,367.0,319.0,33.0,90.0
261,0,0.81689453125,474.0,466.0,66.0,257.0
261,26,0.599609375,686.0,357.0,27.0,35.0
261,26,0.53466796875,575.0,413.0,69.0,98.0
261,0,0.5146484375,273.0,281.0,20.0,54.0
261,0,0.458984375,871.0,295.0,39.0,92.0
262,0,0.9072265625,958.0,387.0,127.0,159.0
262,0,0.875,561.0,523.0,92.0,317.0
262,0,0.859375,729.0,412.0,63.0,205.0
262,0,0.8193359375,475.0,464.0,66.0,254.0
262,0,0.818359375,369.0,320.0,34.0,93.0
262,0,0.5400390625,273.0,281.0,20.0,54.0
262,26,0.52685546875,689.0,356.0,27.0,35.0
262,0,0.406494140625,960.0,326.0,33.0,94.0
263,0,0.9091796875,955.0,386.0,125.0,155.0
263,0,0.90576171875,732.0,412.0,62.0,206.0
263,0,0.87939453125,560.0,521.0,90.0,314.0
263,0,0.80029296875,473.0,463.0,65.0,253.0
263,0,0.70751953125,368.0,317.0,33.0,89.0
263,0,0.6240234375,273.0,281.0,21.0,55.0
263,0,0.50244140625,959.0,327.0,31.0,92.0
263,1,0.430908203125,390.0,303.0,26.0,38.0
263,26,0.404296875,688.0,358.0,23.0,38.0
264,0,0.9287109375,736.0,418.0,63.0,212.0
264,0,0.89208984375,561.0,523.0,91.0,315.0
264,0,0.8828125,946.0,386.0,116.0,155.0
264,0,0.80126953125,475.0,462.0,67.0,252.0
264,0,0.6181640625,272.0,281.0,21.0,54.0
264,0,0.6162109375,368.0,315.0,31.0,86.0
264,0,0.50927734375,946.0,320.0,29.0,83.0
264,0,0.48193359375,960.0,326.0,28.0,91.0
264,26,0.48046875,693.0,356.0,26.0,35.0
264,1,0.420654296875,390.0,304.0,26.0,39.0
264,1,0.411376953125,367.0,320.0,30.0,66.0
265,0,0.91650390625,741.0,418.0,67.0,210.0
265,0,0.912109375,562.0,521.0,93.0,314.0
265,0,0.88623046875,940.0,383.0,111.0,155.0
265,0,0.81591796875,476.0,460.0,69.0,250.0
265,0,0.7451171875,370.0,316.0,33.0,90.0
265,26,0.69384765625,692.0,358.0,24.0,39.0
265,0,0.63671875,272.0,281.0,20.0,54.0
265,0,0.537109375,946.0,322.0,28.0,87.0
265,1,0.442626953125,390.0,304.0,25.0,39.0
265,0,0.44140625,959.0,326.0,30.0,92.0
266,0,0.90283203125,746.0,421.0,68.0,212.0
266,0,0.88818359375,561.0,521.0,90.0,313.0
266,0,0.8818359375,925.0,382.0,98.0,164.0
266,0,0.802734375,475.0,470.0,70.0,260.0
266,0,0.7255859375,372.0,316.0,34.0,92.0
266,26,0.67822265625,694.0,356.0,24.0,37.0
266,0,0.603515625,272.0,281.0,20.0,54.0
266,0,0.51123046875,946.0,321.0,30.0,87.0
266,1,0.44287109375,389.0,305.0,24.0,42.0
267,0,0.90771484375,561.0,520.0,87.0,312.0
267,0,0.87109375,915.0,377.0,85.0,158.0
